question_text,question_type,topic,difficulty,explanation,option_a,option_b,option_c,option_d,correct_answers
Folgende Merkmale der Matrix-Projektorganisation sind korrekt:,multiple_choice,Skript 3,medium,"In der Matrix bleibt die Linie disziplinarisch zuständig, während die Projektleitung fachliche Projektanweisungen gibt.",Der Linienmanager bleibt disziplinarischer Vorgesetzter,Der Projektleiter wird fachlicher Vorgesetzter,Befugnisse sind zwischen Linie und Projekt geteilt,Die Projektmitarbeiter verlassen dauerhaft jede Fachabteilung,A|B|C
Folgende Vorteile der Matrix-Projektorganisation werden in den Folien genannt:,multiple_choice,Skript 3,medium,"Die Matrix ermöglicht Auslastungssteuerung, Wissensaustausch, flexible Nutzung von Spezialwissen und abteilungsübergreifende Zusammenarbeit.",Gute Auslastungssteuerung,Guter Wissensaustausch,Flexible Nutzung von Spezialwissen,Vollständiger Wegfall von Konfliktpotenzial,A|B|C
Folgende Nachteile der Matrix-Projektorganisation sind relevant:,multiple_choice,Skript 3,medium,Die Matrix kann Überlastung und Konflikte durch geteilte Befugnisse und Verantwortlichkeiten erzeugen.,Gefahr der Überlastung durch Linie und Projekt,Konfliktpotenzial durch geteilte Befugnisse,Konfliktpotenzial durch geteilte Verantwortlichkeiten,Keine Notwendigkeit zur Abstimmung mit der Linie,A|B|C
Folgende Merkmale der autonomen beziehungsweise reinen Projektorganisation sind korrekt:,multiple_choice,Skript 3,medium,Bei der autonomen Projektorganisation sind Mitarbeitende fachlich und disziplinarisch der Projektleitung unterstellt.,Mitarbeiter sind fachlich dem Projektleiter unterstellt,Mitarbeiter sind disziplinarisch dem Projektleiter unterstellt,Sie eignet sich für große oder extrem zeitkritische Projekte,Sie ist grundsätzlich nur für kleine nicht-kritische Projekte vorgesehen,A|B|C
Folgende Vorteile hat die autonome Projektorganisation:,multiple_choice,Skript 3,easy,"Vorteile sind klare Befugnisse, geringeres Konfliktpotenzial, hohe Identifikation und direkte Kommunikation.",Klare Befugnisse und Verantwortlichkeiten,Geringes Konfliktpotenzial,Hohe Identifikation mit dem Projekt,Schwieriger Wissensaustausch mit der Linie als Vorteil,A|B|C
Folgende Nachteile der autonomen Projektorganisation werden genannt:,multiple_choice,Skript 3,medium,"Nachteile können hoher Einrichtungs- und Auflösungsaufwand, schwierige Auslastung und erschwerter Wissensaustausch mit der Linie sein.",Aufwendig bei Einrichtung und Auflösung,Auslastungssteuerung kann schwierig sein,Wissensaustausch mit der Linie kann schwierig sein,Keine klare Verantwortung im Projekt,A|B|C
Folgende Kompetenzen beziehungsweise Fähigkeiten sollte ein Projektleiter besitzen:,multiple_choice,Skript 3,easy,"Die Folien nennen Methoden-, Fach-, Sozial-, persönliche und Organisationskompetenz.",Methodenkompetenz,Fachkompetenz,Sozialkompetenz,Organisationskompetenz,A|B|C|D
Folgende Aufgaben und Verantwortungen gehören zur Projektleitung:,multiple_choice,Skript 3,medium,"Projektleitung umfasst Planen, Steuern, Führen, Kommunizieren sowie Verantwortung für Ziele, Budget und Vertragserfüllung.","Planen, Steuern und Führen",Kommunizieren und Informieren,Erreichen der Projektziele und Budgeteinhaltung,Verzicht auf Entscheidungen in Planung und Durchführung,A|B|C
Folgende Aussagen zur Teamzusammenstellung sind korrekt:,multiple_choice,Skript 3,medium,"Fachkompetenz, Abteilungszugehörigkeit, ausgewogene Zusammensetzung und klare Aufgaben sind wichtige Kriterien.",Fachkompetenz ist wichtig,Fachliche und soziale Kompetenzen sollten ausgewogen sein,"Aufgaben, Verantwortung und Befugnisse müssen früh geklärt werden",Zuständigkeiten sollten bewusst bis zum Projektende offen bleiben,A|B|C
Folgende Aussagen zu Arbeitspaketen und Arbeitsaufträgen im Team sind korrekt:,multiple_choice,Skript 3,medium,"Der PSP definiert Arbeitspakete, die eindeutig zugeordnet werden und Zielvereinbarungen enthalten.",Arbeitspakete werden im PSP definiert,Arbeitspakete werden Arbeitspaketleitern oder Projektmitarbeitern zugeordnet,Arbeitsaufträge enthalten Zielvereinbarungen,Arbeitspaketverantwortliche übernehmen keinerlei Verantwortung,A|B|C
Folgende Aussagen zum Stakeholder-Begriff sind korrekt:,multiple_choice,Skript 3,medium,Stakeholder haben Interesse am Projekt oder sind betroffen; sie können Personen oder Gruppen sein.,Stakeholder können Personen oder Personengruppen sein,Stakeholder haben ein Interesse oder sind betroffen,"Kunden, Mitarbeitende, Lieferanten oder Aktionäre können Stakeholder sein",Stakeholder sind ausschließlich Mitglieder des Projektteams,A|B|C
Folgende Ziele verfolgt die Stakeholder-Analyse:,multiple_choice,Skript 3,medium,"Die Stakeholder-Analyse soll Einfluss, Betroffenheit, Unterstützung, Herausforderungen und kritische Stakeholder sichtbar machen.",Projektkritische Stakeholder herausfiltern,Einflussstarke Stakeholder erkennen,Unterstützer und herausfordernde Stakeholder unterscheiden,Alle Stakeholder grundsätzlich ignorieren,A|B|C
Folgende Quadranten der Stakeholder-Matrix sind korrekt beschrieben:,multiple_choice,Skript 3,hard,Die Matrix unterscheidet Einfluss und Interesse und leitet passende Maßnahmen ab.,Viel Einfluss und großes Interesse: Schlüsselfiguren eng begleiten,Viel Einfluss und geringes Interesse: zufriedenstellen,Wenig Einfluss und großes Interesse: informieren,Wenig Einfluss und geringes Interesse: intensive tägliche Abstimmung als Schlüsselfigur,A|B|C
Folgende Stakeholder-Maßnahmen werden in den Folien genannt:,multiple_choice,Skript 3,easy,"Genannt werden Kommunikationsplan, Projektmarketing, Informationsveranstaltungen, Workshops und Meilenstein-Aktivitäten.",Kommunikationsplan,Gezielte Projektmarketing-Maßnahmen,Workshops mit Betroffenen,Bewusster Ausschluss kritischer Stakeholder ohne Analyse,A|B|C
Folgende Aussagen zum Risikobegriff im Projektmanagement sind korrekt:,multiple_choice,Skript 3,hard,Risiken sind unsichere Ereignisse; nach PMI können darunter sowohl Bedrohungen als auch Chancen fallen.,Risiken sind Ereignisse mit unsicherem Eintritt,Risiken können auch Chancen umfassen,Projekte bringen aufgrund ihrer Einmaligkeit Risiken mit sich,Risiko meint ausschließlich bereits eingetretene sichere Schäden,A|B|C
Folgende Schritte umfasst der Risikomanagement-Prozess laut Folien:,multiple_choice,Skript 3,easy,"Der Prozess umfasst Risiken identifizieren, analysieren, behandeln und kontrollieren.",Risiken identifizieren,Risiko-Analyse,Risiko-Behandlung beziehungsweise Mitigation,Risiko-Kontrolle,A|B|C|D
Folgende Fragen gehören zur Risikoanalyse:,multiple_choice,Skript 3,medium,Die Analyse bewertet Eintrittswahrscheinlichkeit und Auswirkungen auf das Projekt.,Wie hoch ist die Eintrittswahrscheinlichkeit?,Welche Auswirkungen hätte der Eintritt auf das Projekt?,Welche Maßnahmen sind für den Eintrittsfall vorzubereiten?,Wie kann das Risiko ohne Analyse aus der Dokumentation gelöscht werden?,A|B|C
Folgende Aussagen zur Projektkommunikation sind korrekt:,multiple_choice,Skript 3,medium,"Interne Kommunikation klärt Informationsflüsse, Meetings und Regeln; externe Kommunikation richtet sich an Auftraggeber, Leitung und Stakeholder.","Es ist zu klären, wer wen wann wie worüber informiert",Teammeetings müssen geplant werden,"Externe Kommunikation kann Auftraggeber, Unternehmensleitung, Lenkungsausschuss und Stakeholder betreffen",Kommunikationsbeziehungen sinken bei mehr Beteiligten automatisch,A|B|C
Folgende Elemente können zur Projektdokumentation und Berichtsplanung gehören:,multiple_choice,Skript 3,medium,"Zu planen sind Dokumentationsstruktur, Ablage, Ergebnisfesthaltung und zielgruppenorientierte Berichte.","Festlegen, was wie von wem dokumentiert wird",Struktur und elektronische Ablage planen,Zielgruppenorientierte Berichte wie Dashboard oder Projektstatusbericht planen,Dokumentation erst nach Projektabschluss zufällig sammeln,A|B|C
Folgende Aussagen unterscheiden Projektstart-Workshop und Kickoff-Meeting korrekt:,multiple_choice,Skript 3,hard,Der Projektstart-Workshop ist eher teamintern und arbeitsorientiert; das Kickoff-Meeting ist formeller und bezieht weitere Beteiligte ein.,Der Projektstart-Workshop ist vorwiegend projektteam-intern,Der Projektstart-Workshop ist ein echtes Arbeitsmeeting,Das Kickoff-Meeting bezieht weitere Projektbeteiligte ein und ist formeller,Bei großen Projekten sind beide Veranstaltungen zwingend immer identisch,A|B|C
Folgende Aufgaben sollte die Projektleitung vor Zusammenstellung des Projektteams bearbeiten:,multiple_choice,Skript 4,medium,"Vor Teamzusammenstellung sollen eigene Ziele, Mission und Erwartungen an Teamperformance geklärt werden.",Eigene Ziele festlegen,Eine attraktive Mission für das Veränderungsvorhaben entwickeln,Nachvollziehbare Ziele und Erwartungen an das Team formulieren,Alle Rollen erst nach Projektabschluss definieren,A|B|C
Folgende Aufgaben gehören zur Einführung des Projektteams:,multiple_choice,Skript 4,medium,"Beim Teamstart sollen persönliche Ziele, Rollen, Erwartungen, Regeln, Kommunikation und Lösungsansätze gemeinsam geklärt werden.",Persönliche Ziele mit Teammitgliedern herausarbeiten,"Rollen, Aufgaben und Erwartungen beschreiben",Regeln der Zusammenarbeit sowie Informations- und Kommunikationsprozesse etablieren,Kommunikation bewusst unstrukturiert lassen,A|B|C
Folgende Führungsaufgaben sind mitten im Projekt relevant:,multiple_choice,Skript 4,medium,"In der Projektmitte werden Vorgehensweisen reflektiert, überarbeitet und Rollen mit Erwartungen abgeglichen.",Vorgehensweisen und Lösungsansätze mit Blick auf Wirkungen reflektieren,Vorgehensweisen auf Basis der Analyse überarbeiten,Rollen und Aufgaben mit Erwartungen abgleichen,Planungssicherheit für Teammitglieder vermeiden,A|B|C
Folgende Aufgaben gehören zum Ende eines Projektes aus Führungssicht:,multiple_choice,Skript 4,medium,"Zum Ende sind Prioritäten, Ergebnis-Kommunikation, Reflexion und Würdigung von Erfolgen relevant.",Prioritäten für restliche Aufgaben setzen,Kommunikationswege für Projektergebnisse identifizieren,Prozess- und Ergebnisqualität gemeinsam reflektieren,Erfolge grundsätzlich nicht mit Auftraggebern teilen,A|B|C
Folgende Aussagen zum Schutz der Teammitglieder passen zu den Folien:,multiple_choice,Skript 4,medium,"Projektleitung soll wertschätzend führen, Überforderung vermeiden und Stabilität, Sicherheit und Orientierung geben.",Wertschätzenden Umgang pflegen,Vor Ausbrennen und Überforderung schützen,"Stabilität, Sicherheit, Klarheit und Orientierung geben",Unterforderung kann niemals ein Problem sein,A|B|C
Folgende Eigenschaften sollte eine Projektleitung in einem veränderlichen Umfeld zeigen:,multiple_choice,Skript 4,medium,"Die Folien betonen Orientierung, Geduld, Reflexion, Flexibilität und Purpose-Vermittlung.",Entwicklungsziele geduldig begleiten,Reflektierenden Stil bei Problembesprechungen pflegen,Flexibel in Denken und Handeln sein,Den Purpose vor Projektmitgliedern verbergen,A|B|C
Folgende Tipps zur Führung von Projektteams werden genannt:,multiple_choice,Skript 4,easy,"Die Folien nennen Team motivieren, offene Zusammenarbeit, Einbindung und spezifisches Lob.",Das Team motivieren,Offene und ehrliche Zusammenarbeit fördern,Projektmitarbeiter einbinden,Lob grundsätzlich vermeiden,A|B|C
Folgende Aussagen zur Rolle der Projektleitung im Team passen zu den Folien:,multiple_choice,Skript 4,hard,"Projektleitung ist häufig nicht formaler Chef, sondern Koordinator von Experten und sollte eher delegieren als bestimmen.",Projektleiter sind oft eher Koordinatoren von Experten,Projektmitglieder sollen in Planung und Durchführung ihrer Aufgaben eingebunden werden,Delegieren ist wichtiger als bloßes Bestimmen,Projektleitung sollte jede Detailaufgabe selbst ausführen,A|B|C
Folgende Verhaltensweisen unterstützen eine offene Zusammenarbeit im Projektteam:,multiple_choice,Skript 4,medium,"Die Folien nennen Probleme offen ansprechen, andere Meinungen akzeptieren, viel kommunizieren und Beteiligung an Entscheidungen.",Probleme nicht unter den Tisch kehren,Andere Meinungen akzeptieren,Team in Planungen und Entscheidungen einbinden,"Kritische Informationen zurückhalten, um Konflikte zu vermeiden",A|B|C
"Spezifisches Lob im Projektteam kann sinnvoll sein, weil:",multiple_choice,Skript 4,medium,Spezifische Anerkennung stärkt Zusammenarbeit und erleichtert später auch kritisches Feedback.,Es würdigt konkret gute Tätigkeiten,Es kann Anerkennung und Motivation fördern,Es kann kritisches Feedback erleichtern,Es ersetzt jede fachliche Klärung von Aufgaben,A|B|C
Folgende Aussagen zur Führung in Projekten sind fachlich richtig:,multiple_choice,Skript 4,hard,Führung in Projekten unterscheidet sich von Linienführung und erfordert neben Methoden auch Kommunikations- und Führungskompetenz.,Führen in Projekten unterscheidet sich von Führung in der Linienorganisation,Projektleiter benötigen neben PM-Methoden auch Führungskompetenzen,Kommunikation und Orientierung sind wesentliche Führungsaufgaben,Projektführung besteht ausschließlich aus Terminplanpflege,A|B|C
"Folgende Maßnahmen helfen, Planungssicherheit für Projektteammitglieder herzustellen:",multiple_choice,Skript 4,hard,"Planungssicherheit entsteht durch Rollenklärung, Erwartungsabgleich, Reflexion der Vorgehensweise und nachvollziehbare Kommunikation.",Rollen und Aufgaben mit Erwartungen abgleichen,Vorgehensweisen und Lösungsansätze reflektieren,Informations- und Kommunikationsprozesse etablieren,Alle Erwartungen implizit und unausgesprochen lassen,A|B|C
Folgende Aussagen unterscheiden operatives und strategisches Projektmanagement korrekt:,multiple_choice,Skript 5,medium,Operatives PM steuert ein konkretes Projekt; strategisches PM steuert das Projektportfolio nach Unternehmensstrategie.,Operatives PM ist Führung und Steuerung eines konkreten Projektes,Strategisches PM steuert das unternehmensinterne Projektportfolio,Strategisches PM orientiert sich an strategischen Vorgaben,Operatives PM ersetzt alle Portfolioentscheidungen vollständig,A|B|C
Folgende Inhalte gehören zum operativen Projektmanagement:,multiple_choice,Skript 5,medium,"Operatives PM umfasst Initiierung, Planung, Steuerung, Überwachung, Abschluss und den Umgang mit Komplexität im konkreten Projekt.","Initiierung, Planung, Steuerung und Überwachung",Abschluss von Projekten,Umgang mit Komplexität und Teamarbeit,Auswahl aller Projekte eines Konzerns ohne Bezug zum Einzelprojekt,A|B|C
Folgende Aussagen zum strategischen Projektmanagement sind korrekt:,multiple_choice,Skript 5,medium,"Strategisches PM betrachtet Projekte als Organisationsform, Instrument zur Strategieumsetzung und Portfolio-/Multiprojektmanagement.",PM als ergänzende Organisationsform,PM als Instrument zur Strategieumsetzung,Projektportfolio- beziehungsweise Multiprojektmanagement,Ausschließlich Tagessteuerung eines einzelnen Arbeitspakets,A|B|C
Folgende Kriterien sind für die Aufnahme eines Projekts ins Portfolio relevant:,multiple_choice,Skript 5,medium,"Strategische Zielwirkung, Mehrwert, Ausrichtung, Dringlichkeit, Kapazitäten, Risiken und Informationen sind zu prüfen.",Beitrag zu Unternehmenszielen,Mehrwert für strategische Unternehmensziele,"Verfügbarkeit finanzieller, personeller und materieller Kapazitäten",Reines Bauchgefühl ohne Informationen,A|B|C
Folgende Fragen gehören zur strategischen Bewertung eines Projekts:,multiple_choice,Skript 5,hard,"Strategische Projektbewertung fragt nach strategischer Ausrichtung, Dringlichkeit, Risiken und Informationsverfügbarkeit.",Welches Ausmaß hat die strategische Ausrichtung?,Welche Dringlichkeit hat das Projekt?,Wie sind Art und Höhe der Projektrisiken?,Welche Farbe hat das Projektlogo als einziges Entscheidungskriterium?,A|B|C
Folgende Aussagen zum strategischen Projektmanagement als Steuerungsinstrument stimmen:,multiple_choice,Skript 5,hard,"Strategisches PM priorisiert aussichtsreiche Projekte, verschiebt oder verwirft andere und steuert das Portfolio mit Regeln und Prozessen.",Es priorisiert aussichtsreiche Projekte,Es kann andere Projekte verschieben oder verwerfen,"Es nutzt verbindliche Strukturen, Regeln und Prozesse",Es vermeidet jede Verbindung zu Unternehmenszielen,A|B|C
Folgende Aussagen zeigen die Verbindung von operativem und strategischem PM korrekt:,multiple_choice,Skript 5,hard,Die Folien beschreiben beide als zwei Seiten einer Medaille: Einzelprojektsteuerung und übergeordnete Portfoliosteuerung greifen zusammen.,Operatives PM fokussiert konkrete Projektumsetzung,Strategisches PM fokussiert Portfolioausrichtung,Beide Perspektiven ergänzen sich,Strategisches PM macht operatives PM im Einzelprojekt überflüssig,A|B|C
Folgende Elemente gehören zur Etablierung einer professionellen PM-Kultur:,multiple_choice,Skript 5,medium,"Strategisches PM nennt projektorientiertes Unternehmen, professionelle PM-Kultur und verbindliche Portfolio-Prozesse.",Projektorientiertes Unternehmen,Projektportfolio- beziehungsweise Multiprojektmanagement,Professionelle PM-Kultur,Rein zufällige Projektauswahl ohne Regeln,A|B|C
Folgende Aussagen zu externen Projekten in der strategischen Bewertung sind korrekt:,multiple_choice,Skript 5,medium,Bei externen Projekten ist auch die Bedeutung des Kunden beziehungsweise Auftraggebers für das eigene Unternehmen relevant.,Die Bedeutung des Kunden kann ein Bewertungskriterium sein,Der Auftraggeber des Projekts kann strategisch relevant sein,Kundenbedeutung kann in die Portfolioentscheidung einfließen,Kunden sind bei externen Projekten grundsätzlich irrelevant,A|B|C
Folgende Aussagen beschreiben operatives Projektmanagement als Führungs- und Managementaufgabe:,multiple_choice,Skript 5,medium,Operatives PM ist eine anspruchsvolle Führungs- und Managementaufgabe zur Bewältigung komplexer Projektaufgaben.,Es dient der Bewältigung komplexer Aufgaben,Es umfasst Führung und Steuerung,Es beinhaltet Teamarbeit,Es beschränkt sich ausschließlich auf Ablage von Protokollen,A|B|C
Folgende Aussagen zum Projektstrukturplan sind korrekt:,multiple_choice,Skript 6,medium,Der PSP gliedert den gesamten Leistungsumfang in Teilaufgaben und Arbeitspakete und schafft Transparenz.,Er gliedert den Leistungsumfang in Teilaufgaben und Arbeitspakete,"Er unterstützt Planen, Steuern und Überwachen",Er schafft Transparenz gegenüber Stakeholdern,Er ersetzt den Projektauftrag vollständig,A|B|C
Folgende Zwecke erfüllt ein Projektstrukturplan laut Folien:,multiple_choice,Skript 6,medium,"Der PSP dient Zielprüfung, Arbeitspaketbestimmung, Dokumentengliederung und Risikomanagement-Grundlage.",Vollständige Darstellung des Leistungsumfangs,Bestimmung der Arbeitspakete,Grundlage für Risikomanagement und Projektsitzungen,Vermeidung jeglicher Projektstruktur,A|B|C
Folgende Aufbauarten eines PSP werden genannt:,multiple_choice,Skript 6,easy,"Der PSP kann funktionsorientiert, objektorientiert, phasen-/ablauforientiert oder gemischt aufgebaut sein.",Funktionsorientiert,Objektorientiert,Phasen- beziehungsweise ablauforientiert,Gemischtorientiert,A|B|C|D
Folgende Aussagen zu Top-Down und Bottom-Up beim PSP sind korrekt:,multiple_choice,Skript 6,medium,Top-Down zerlegt die Gesamtaufgabe; Bottom-Up sammelt Einzelaktivitäten und bündelt sie nach oben.,Top-Down zerlegt die Gesamtaufgabe in Teilprojekte und Arbeitspakete,Bottom-Up sammelt Einzelaktivitäten und fasst sie zusammen,Beide Ansätze können zur Strukturierung beitragen,"Bottom-Up bedeutet, den PSP nie zu strukturieren",A|B|C
Folgende Aussagen zu Arbeitspaketen sind korrekt:,multiple_choice,Skript 6,medium,"Arbeitspakete sind kleinste PSP-Elemente, in sich geschlossene Aufgaben mit Start, Ende, Umfang und Kostenschätzung.",Sie sind das kleinste Element im PSP,Sie sind in sich geschlossene Aufgabenstellungen,Sie haben Start- und Endzeitpunkt sowie klaren Inhalt,Sie dürfen niemals einer verantwortlichen Person zugewiesen werden,A|B|C
Folgende Anforderungen sollten Arbeitspakete erfüllen:,multiple_choice,Skript 6,medium,"AP sollten klar beschrieben, abgegrenzt, zuordenbar und eindeutig verantwortlich sein.","Ziele, Aktivitäten, Zeiten und Kosten klar beschreiben",Als eigenständige und abgegrenzte Einheiten formulieren,Eindeutigen Verantwortlichen festlegen,Externe Aufgaben nie als eigene Arbeitspakete formulieren,A|B|C
Folgende Aussagen zur Größe von Arbeitspaketen sind korrekt:,multiple_choice,Skript 6,hard,"Zu große AP erschweren frühe Abweichungserkennung, zu kleine AP erhöhen Planungs- und Controllingaufwand.",Zu große Arbeitspakete erschweren frühzeitiges Erkennen von Abweichungen,Zu kleine Arbeitspakete erhöhen Planungs- und Controllingaufwand,Das Kostenvolumen sollte weder zu klein noch zu groß sein,"Je kleiner jedes AP, desto geringer ist immer der Controllingaufwand",A|B|C
Folgende Aussagen zum PSP in agilen Projekten sind korrekt:,multiple_choice,Skript 6,hard,Auch agile Projekte können Struktur benötigen; PSP-Elemente können in Backlog-Strukturen überführt werden.,Ein PSP kann auch in agilen Projekten als Startpunkt sinnvoll sein,Statt fester Endpunkte können Zeitintervalle beziehungsweise Sprints eingeplant werden,Objektorientierte Gliederungen können die Übernahme ins Backlog erleichtern,Agile Projekte dürfen niemals Struktur besitzen,A|B|C
Folgende Aussagen zum Ablaufplan sind korrekt:,multiple_choice,Skript 6,medium,"Der Ablaufplan ordnet Arbeitspakete zeitlich-logisch, unterscheidet seriell und parallel, setzt aber noch keine Termine.",Alle Arbeitspakete müssen bekannt sein,Serielle und parallele Bearbeitung wird erkannt,Termine werden in diesem Schritt noch nicht festgelegt,Der Ablaufplan ist identisch mit der Schlussrechnung,A|B|C
Folgende Aussagen zur Zeit- und Terminplanung sind korrekt:,multiple_choice,Skript 6,medium,"Der Terminplan baut auf dem Ablaufplan auf und ermittelt Projektdauer, Anfang/Ende von Vorgängen und Pufferzeiten.",Der Terminplan baut auf dem Ablaufplan auf,Zeitblöcke der Vorgänge werden zunächst geschätzt,Pufferzeiten können ermittelt werden,Der Terminplan wird ohne Vorgangsdauern erstellt,A|B|C
Folgende Methoden der Terminplanung werden in den Folien genannt:,multiple_choice,Skript 6,easy,"Genannt werden einfache Listen, Balkendiagramme/Gantt-Charts und Netzplantechnik.",Einfache Listen,Balkendiagramme beziehungsweise Gantt-Charts,Netzplantechnik,Bilanzanalyse als alleinige Terminplanung,A|B|C
Folgende Aussagen zu Meilensteinen sind korrekt:,multiple_choice,Skript 6,medium,"Meilensteine sind Prüfpunkte beziehungsweise Ereignisse ohne Zeitdauer, häufig am Ende von Phasen.",Sie können Prüfpunkte sein,"Sie markieren Ereignisse wie Abschluss, Beginn oder Entscheidung",Sie haben keine Zeitdauer,Sie sind immer mehrtägige Vorgänge mit Ressourceneinsatz,A|B|C
Folgende Aussagen zur Netzplantechnik sind korrekt:,multiple_choice,Skript 6,medium,"Die Netzplantechnik stellt Projektprozesse grafisch dar, identifiziert kritische Abläufe und unterstützt Überwachung und Steuerung.",Sie ist eine grafische Darstellung eines Projektprozesses,Sie kann kritische Aktivitäten und Abläufe identifizieren,Sie kann zur Projektüberwachung und -steuerung eingesetzt werden,Sie ist bei vielen Arbeitspaketen immer völlig aufwandslos,A|B|C
Folgende Vorteile der Netzplantechnik werden genannt:,multiple_choice,Skript 6,medium,"NPT zwingt zum logischen Durchdenken, zeigt Abhängigkeiten und unterstützt Ressourcen- und Kapazitätsplanung.",Logisches Durchdenken des Projektverlaufs,Übersichtliche Darstellung komplizierter Abhängigkeiten,Zeitgerechte Planung von Ressourcen und Kapazitäten,Verzicht auf jede Terminlogik,A|B|C
Folgende Elemente gehören zur Netzplantechnik:,multiple_choice,Skript 6,hard,"NPT nutzt Vorgänge, laufende Nummern, Anfangs-/Endzeitpunkte, Dauer und Pufferzeiten.",FAZ und FEZ,SAZ und SEZ,Dauer des Vorgangs,Gesamtpuffer,A|B|C|D
Folgende Methoden der Netzplantechnik werden genannt:,multiple_choice,Skript 6,hard,"Die Folien nennen Critical Chain Method, Critical Path Method und PERT.",CCP beziehungsweise Critical Chain Method,CPM beziehungsweise Critical Path Method,PERT beziehungsweise Program Evaluation/Review Technique,SMART als Netzplanverfahren,A|B|C
Folgende Aussagen zur Ressourcenplanung sind korrekt:,multiple_choice,Skript 6,medium,"Ressourcen müssen in Qualität, Quantität, Zeit und Ort passen.",Richtige Ressourcen in richtiger Qualität,Richtige Menge beziehungsweise Quantität,Zur richtigen Zeit und am richtigen Ort,Ressourcenbedarf ist unabhängig von Arbeitspaketen,A|B|C
Folgende Aufgaben gehören zur Ressourcenplanung:,multiple_choice,Skript 6,medium,"Ressourcenplanung umfasst Bedarfsermittlung, Kapazitätsermittlung, Engpassanalyse und Optimierung.",Bedarfsermittlung,Ermittlung verfügbarer Kapazitäten,Ermittlung möglicher Engpässe,Optimierung des Ressourceneinsatzes,A|B|C|D
Folgende Aussagen zur Personalplanung sind korrekt:,multiple_choice,Skript 6,medium,Personalplanung ermittelt den Bedarf je Arbeitspaket und kann über Ressourcenbedarf geteilt durch Mitarbeiterzahl die Vorgangsdauer ableiten.,Sie wird auch Personalbedarfsplanung genannt,Der Personalbedarf wird für jedes Arbeitspaket identifiziert,Vorgangsdauer kann aus Ressourcenbedarf geteilt durch Mitarbeiterzahl abgeleitet werden,Personalplanung betrifft nur externe Projekte und nie interne,A|B|C
Folgende Beispiele gehören zu Sachmitteln beziehungsweise Betriebsmitteln:,multiple_choice,Skript 6,easy,"Sachmittel/Material umfasst Rohstoffe, Betriebsstoffe, Zukaufteile; Betriebsmittel umfassen Maschinen, Anlagen, Räume oder EDV.",Rohstoffe und Betriebsstoffe,Zukaufteile,Maschinen und Anlagen,Räume und EDV-Equipment,A|B|C|D
Folgende Maßnahmen können bei Ressourcenengpässen helfen:,multiple_choice,Skript 6,medium,"Bei Engpässen können Pufferzeiten genutzt, Kapazitäten erweitert, Projekte verlängert, priorisiert oder andere Einsatzmittel verwendet werden.",Ausgleich durch Nutzung von Pufferzeiten,Kapazitätserweiterung,Projektverlängerung oder Priorisierung,Einsatz anderer Einsatzmittel,A|B|C|D
Folgende Ziele verfolgt die Kostenplanung:,multiple_choice,Skript 6,medium,"Kostenplanung dient interner Wirtschaftlichkeitsrechnung, Angebots-/Rechnungsbasis, Finanzplanung und Controlling.",Wirtschaftlichkeitsrechnung bei internen Projekten,Basis für Angebotserstellung und Rechnungsstellung bei externen Projekten,Grundlage der Finanzplanung,Ermittlung der Plankosten für projektbegleitendes Controlling,A|B|C|D
Folgende Kostenarten werden in der Kostenplanung der Folien unterschieden:,multiple_choice,Skript 6,easy,"Die Folien unterscheiden Personal-, Sach-/Material-, Betriebsmittel-, sonstige und Gemeinkosten.",Personalkosten,Sach- und Materialkosten,Betriebsmittelkosten,Gemeinkosten,A|B|C|D
Folgende Aussagen zur Kostenplanung auf Basis von Arbeitspaketen sind korrekt:,multiple_choice,Skript 6,medium,Kosten pro Arbeitspaket zu schätzen erleichtert später das Projektcontrolling.,Kosten sollten pro Arbeitspaket geschätzt werden,"Die Schätzung kann Personal, Material, Betriebsmittel und Sonstiges umfassen",Die Arbeitspaket-Sicht erleichtert Controlling in der Durchführung,Kostenplanung sollte grundsätzlich nur als Gesamtsumme ohne AP-Bezug erfolgen,A|B|C
Folgende Aussagen zur Finanz- beziehungsweise Budgetplanung sind korrekt:,multiple_choice,Skript 6,medium,"Auf Basis der Kostenplanung wird Budget-/Finanzplanung erstellt, damit Finanzmittel passend zum Bedarf verfügbar sind.",Sie basiert auf der Kostenplanung,Sie soll notwendige Finanzmittel entsprechend dem Finanzbedarf sichern,Sie betrachtet den zeitlichen Ablauf von Zahlungen,Einnahmen und Ausgaben fallen immer exakt gleichzeitig an,A|B|C
Folgende Schätzmethoden werden in den Folien genannt:,multiple_choice,Skript 6,medium,"Die Folien nennen intuitive Schätzung, Vergleichs-/Analogiemethode, Kennzahlenmethode und Detailschätzung.",Intuitive Schätzung,Vergleichs- oder Analogiemethode,Kennzahlenmethode,Detailschätzung,A|B|C|D
Folgende Ursachen für Fehlschätzungen werden genannt:,multiple_choice,Skript 6,medium,"Fehlschätzungen entstehen durch Nachlässigkeit, vergessene Arbeiten, Unterschätzung, unrealistische Vorgaben und Optimismus.",Notwendige Arbeiten werden vergessen,Unrealistische Vorgaben,Überschätzung eigener Fähigkeiten,Zuviel Optimismus beziehungsweise rosarote Brille,A|B|C|D
